SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
2742,"SOFBLKT12AB018A5E3",581881,"Quiet Time","ARUGX5X1187FB468C4",34.15917,"Encino CA",-118.50119,"Dino",0.0,206.96771,8,0.495,134.279,7,0.813,"Wonderful Peace",0
2743,"SOZTOSX12AC468AD34",793116,"Mate Tron","ARIMJFK1187FB4ED3E",,"",,"Luke Vibert",0.0,420.15302,0,0.572,125.008,4,0.989,"Mate Tron",2007
2744,"SOIMZSM12AB0188CB8",355995,"Darkest Light","ARZAHDN1187B9B4BED",,"Tennessee",,"Ice",0.0,285.77914,5,0.592,111.046,4,0.739,"Time Will Tell",0
2745,"SOHLATT12AC3DF4D4B",594703,"The Real Feel","ARQXAGC12472CE2BBD",,"",,"Spiral Stairs",0.0,65.51465,3,0.071,100.088,5,0.695,"Ladies And Gentlemen",2009
2746,"SOVOBYK12A67ADD753",17220,"The Road To Hell Part 2","AR3793X1187FB50CB3",,"Middlesbrough England",,"Rea_ Chris",0.0,366.28853,9,0.572,131.948,4,0.04,"E",1999
2747,"SOEMFLG12CF530D4F6",217092,"Pitch Black Progress","ARBD4QW1187FB42153",62.19845,"Sweden",17.55142,"Scar Symmetry",0.0,326.60853,3,0.692,120.022,4,0.786,"Deviate From The Form",2006
2748,"SOKCUMS12AB018D4A0",585414,"Mamborama","AR02IU11187FB513F2",,"New York NY",,"Tito Puente",0.0,180.00934,7,0.057,146.24,1,0.0,"Mambo Tipico",1993
2749,"SORKKTY12A8C132F3E",284195,"Freak Show","ARIH5GU1187FB4C958",,"Newcastle",,"Silverchair",0.0,213.13261,7,0.0,91.922,4,0.357,"The Door",1997
2750,"SOHMWJD12A6D4FAB76",59744,"Willie Bobo's Finest Hour","AROUOZZ1187B9ABE51",40.79195,"New York NY [Spanish Harlem]",-73.94512,"Willie Bobo",0.0,197.40689,0,0.676,80.391,3,0.874,"Dichoso",0
2751,"SOQLWQU12A8C13C87E",297944,"Lifehouse","ARUTEVU1187B9ACAF9",34.05349,"NORTH FORT MYERS Florida",-118.24532,"Lifehouse",0.0,215.82322,1,0.375,164.002,4,0.0,"Better Luck Next Time",2005
2752,"SOVRVBI12A8C13AA09",157882,"La Historia","ARB5S4L1187FB4AD20",,"",,"Carlos Ponce",0.0,223.60771,5,0.791,98.501,4,0.786,"Todo Lo Que Soy",1999
2753,"SOPHJIS12AC3DF5FA3",786584,"Solo","ARLUF1T1187FB3603B",,"",,"Ricardo Arjona",0.0,219.68934,0,0.724,93.376,3,0.448,"La mujer que no sone (Album)",0
2754,"SOSAFCZ12AAFF41CD4",384801,"Hold On","AR7MNIX1187B9A2A68",34.05349,"California - LA",-118.24532,"Tyrone Wells",0.0,252.65587,1,0.561,151.699,4,0.831,"Baby Don't You Change",2005
2755,"SOAEUQV12AB01813F8",460183,"Hurricane Relief: Come Together Now","AR4GAFY1187B9B639D",,"Memphis Tennessee",,"B.B. King",0.0,237.66159,2,0.755,151.284,4,0.162,"Early In The Morning",2002
2756,"SOWENLZ12AB017F81F",387596,"Tarzana Kid","ARY4M3J1187B9AC94C",53.79449,"Leeds",-1.54658,"John Sebastian",0.0,189.51791,0,0.644,103.666,3,1.0,"Sportin' Life",0
2757,"SOTWWLY12A6D4FAF77",271042,"Tango Pour Madameon","ARD7U0O1187FB5531A",49.34463,"Neuilly-sous-Clermont (Oise)",2.40955,"Andre Verchuren",0.0,153.25995,5,0.647,197.704,1,0.0,"Valse Des Montagnes",0
2758,"SOZSSCO12AF72A554D",263504,"Holographic Universe","ARBD4QW1187FB42153",62.19845,"Sweden",17.55142,"Scar Symmetry",0.0,237.84444,1,0.651,110.107,4,0.853,"The Three-Dimensional Shadow",2008
2759,"SOHOZCG12A8C13EB23",345367,"Hey Trouble","ARDPFGP1187B98A58A",59.33217,"Stockholm Sweden",18.06243,"Concretes",0.0,204.85179,2,0.579,89.676,4,1.0,"Souvenirs",2007
2760,"SOHPTTD12A6D4F6FE6",55888,"Izzy Stradlin And The Ju Ju Hounds","ARZ39UI1187B989289",,"",,"Izzy Stradlin And The Ju Ju Hounds",0.0,267.65016,7,0.781,150.404,4,0.0,"Train Tracks",1992
2761,"SOUQYAU12AB0181058",445244,"Reggae Hits Vol. 35","ARA7LD41187FB4DC0C",,"",,"Don Campbell",0.0,223.29424,1,0.035,157.897,4,0.284,"Unchain Us",0
2762,"SOQJGUH12AB018410B",464778,"Good Wood","AR681HS1187FB5BBFE",,"California",,"David Lynch",0.0,214.04689,8,0.643,166.929,7,0.214,"Carry The Light",0
2763,"SOTSVBB12AC3DF9F77",777566,"Top-Notch & First-Rate","ARH0ZIQ1187B99EC94",37.77916,"California - SF",-122.42005,"Cotton Candy",0.0,269.7922,11,0.007,139.026,4,1.0,"Hot Weiners (All The Way)",0
2764,"SOLCFZV12A8C131BB7",283653,"Tales Of The Unexpected","ARSPUHE1187B99DB8A",,"",,"Frank Marino & Mahogany Rush",0.0,336.79628,2,0.684,139.499,4,0.0,"Down_ Down_ Down",0
2765,"SOFLHNX12A8AE4630C",186311,"1985 Sleng Teng Extravaganza","ARIXGOC1187FB54F4B",,"",,"John Wayne",0.0,192.70485,1,0.0,160.663,4,0.646,"Call The Police",0
2766,"SOAKFDN12AB018A37A",588642,"Fade","ARPRQSD12086C16679",38.2589,"Missouri",-92.43659,"The Incurables",0.0,187.97669,2,0.692,63.359,5,1.0,"Scared",0
2767,"SOZFJLR12A6D4FB512",47326,"Orange Colored Sky","ARQQP3Z1187FB5707B",53.55334,"Hamburg Germany",9.99245,"Bert Kaempfert",0.0,184.31955,5,0.411,118.971,4,0.266,"Don't Go",1996
2768,"SOSHFFL12A8C13438E",256249,"Imitations Of Life","ARY0W1O1187FB5B8C0",29.76045,"Houston",-95.36978,"H-Town",0.0,249.91302,6,0.526,167.988,4,0.348,"She's Actin Bad",0
2769,"SOMUQUB12A8C132AD9",240472,"Celtic Harp","ARW1BRR1187B996332",,"",,"Voyager Series",0.0,103.73179,0,0.537,71.308,1,0.592,"The Harp That Once Through Tara's Halls",0
2770,"SOEAYQZ12AB0186BB1",453776,"Jerry Wallace's King Of The Mountain","ARW6LIW1187B9966CD",39.10295,"Kansas City MO",-94.58306,"JERRY WALLACE",0.0,180.50567,9,0.392,219.298,4,0.451,"You'll Never Know",0
2771,"SOBGXEU12A8AE45903",277594,"Feel It Boy","ARVUN5F1187FB4CCC7",,"Kingston Jamaica",,"Beenie Man Featuring Janet Jackson",0.0,215.90159,1,0.0,102.828,4,1.0,"Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)",2002
2772,"SOATZSD12A8C134212",497348,"Georges Brassens-N 4","ARLV8S31187B988B71",46.71067,"S� France",1.71819,"Georges Brassens",0.0,184.76363,1,0.636,126.31,5,0.326,"Auprès De Mon Arbre",1956
2773,"SOHUDTL12AAFF43497",530863,"Morgion","ARG37DA1187B9A47FF",,"",,"Morgion",0.0,341.68118,10,0.803,112.063,3,0.167,"Basking Under a Blacksun Dawning",1997
2774,"SOGZANN12AB018736A",580619,"The Basics Of Life","AR1DLF21187FB3CBF0",,"",,"4Him",0.0,238.49751,2,0.297,182.247,4,0.335,"Freedom",0
2775,"SOVDTAP12A8C13FE3D",372988,"Rolling Stones Instrumental Renditions","ARANDRM1187B98B446",,"",,"Wild Horses",0.0,338.28526,0,1.0,111.989,4,0.92,"Let It Bleed",0
2776,"SOPYZWR12AB0187A36",773851,"David","ARU2JAB1187FB50C72",,"",,"David Meece",0.0,211.17342,11,0.746,81.404,4,0.153,"Touch My Hand [Remastered]",0
2777,"SOJBCMD12A6D4F68B5",28325,"King Of The Blues","ARRT66G1187FB3DDF9",,"Gilmer TX",,"Freddie King",0.0,286.82404,9,0.548,134.741,4,0.0,"Hide Away",1960
2778,"SOCUSNQ12A8C138A86",160060,"Bebop Moptop","AR6QQY41187B990574",56.46137,"Dundee Scotland",-2.96761,"Danny Wilson",0.0,167.13098,11,0.698,91.256,1,0.0,"Never Gonna Be The Same",1989
2779,"SOABPYH12A8C13CC48",254896,"Crush The Dream","ARZ78EG1187FB4638E",,"",,"Malefaction",0.0,34.61179,8,0.285,84.303,1,0.0,"Beothuck",0
2780,"SOVTAOG12AB018B126",768012,"Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite","ARW1WST1187FB384DA",,"",,"Jope Ruonansuu",0.0,126.69342,2,0.568,86.992,4,0.391,"Uu-Pee-Ämmät",0
2781,"SORWXCN12AB01811BC",448416,"Bobby's Girl - The Complete Seville Recordings","ARRBINW1187B98AE6D",40.65507,"Brooklyn NY",-73.94888,"Marcie Blane",0.0,139.83302,0,0.0,102.881,7,0.566,"After The Laughter",0
2782,"SOVAZZK12AB018935A",469688,"Charlie Walker's ''T'' For Texas","ARUDY181187B9B5F49",31.03896,"Collins County TX",-93.97961,"Charlie Walker",0.0,124.76036,7,0.003,161.533,4,0.652,"That Little Ole Wine Drinker Me - Original",0
2783,"SOJXYUF12AB0188969",715113,"Fantastic Vol. 2.10","AR0WGXC1187B9AAC99",,"Detroit MI",,"Slum Village",0.0,204.38159,0,0.015,94.495,4,0.199,"CB4 (Instrumental Mix)",0
2784,"SODWYJL12A58A7BCE4",347138,"The Black Jason Of Rap","ARSE5NP1187B9B98AB",,"Chicago IL",,"Twista",0.0,163.39546,7,0.02,100.016,4,0.862,"Pop Pop",0
2785,"SOQMFPS12A6D4F76D7",19601,"Hometown 2001","AR2J2WF1187FB46271",54.48303,"Egremont Cumbria England",-3.53444,"Francis Dunnery",0.0,277.08036,7,0.543,84.186,7,0.44,"Grateful & Thankful",0
2786,"SONMMMW12AB017DACF",492999,"The Out Sound From Way In!","ARK2G5U1187FB46B34",,"",,"Perrey And Kingsley",0.0,137.19465,7,0.209,125.767,1,0.0,"The Minuet Of The Robots",1968
2787,"SOZOTQZ12AB0187D9A",456141,"Cardio-Vascular","ARGNQED1241B9C4237",,"",,"Youves",0.0,100.20526,1,0.434,134.104,4,0.0,"Another Djemba Djemba",0
2788,"SOFBRDB12AB017F2C2",386702,"Joue Legrand & Becaud","AR6W9T51187B9A8B8E",,"",,"Maurice Larcange",0.0,276.53179,4,0.177,84.133,4,0.777,"Je T'Appartiens",0
2789,"SOPESRK12A6D4F8B92",56247,"Made In Italy","ARQVLQJ1187B98F11F",,"",,"Mau Mau",0.0,285.1522,10,0.187,182.198,4,0.683,"Paseo Colòn",2004
2790,"SORIYMI12AB0185013",460878,"Kicked And Klawed","AR4IFI31187FB3A953",,"",,"Cats In Boots",0.0,208.79628,8,0.752,167.142,4,0.0,"Shotgun Sally",0
2791,"SOHIWMN12A8C1315B6",283059,"Firehouse","ARMH10M1187FB4184F",,"Wisconsin",,"Firehouse",0.0,285.3873,1,0.01,169.866,3,0.306,"Rock On The Radio",1990
2792,"SOVXGLT12A6D4F952C",46254,"(ONe)","ARZQPE11187FB40939",,"",,"The Panic Channel",0.0,227.99628,9,0.043,147.975,4,0.866,"Awake",2006
2793,"SODPMBU12A58A7B076",819293,"Groovalicious","ARYZV2X1187B997BE7",,"California - LA",,"Chris Standring",0.0,256.49587,0,0.847,111.039,4,0.63,"Fat Tuesday",2003
2794,"SONCUSG12A6D4F9316",35114,"Super Riddim Internacional Volumen 1","ARF1E421187B9AF8C4",,"",,"El Gran Silencio",0.0,249.25995,3,0.05,115.005,4,0.669,"Recordar Es Vivir",0
2795,"SOWMUWV12A8C132F2B",90459,"Diversions","ARBXODO1241B9C6C6F",,"",,"Ismael Dueñas",0.0,537.25995,5,0.53,100.275,4,0.679,"You do something to me",0
2796,"SOQCSHQ12AB0182F0F",457510,"How About San Francisco?","AR1F3IJ1187B9980B4",,"",,"The Galactic Heroes",0.0,120.86812,9,0.591,187.323,1,0.0,"Cherokee",2000
2797,"SOQORHS12A8C13B8BD",302144,"Greatest Hits","ARLAEJO1187B98DB85",,"",,"FU-Schnickens",0.0,276.94975,11,0.512,102.739,4,1.0,"Heavenly Father",1992
2798,"SOUESGM12A8C136D78",91292,"Sonny Terry & Brownie McGhee_ Vol. B (1941)","ARKJVHY11E2835E76B",,"Massachusetts",,"Sonny Terry & Brownie McGhee",0.0,182.69995,10,0.788,108.188,1,0.0,"Try Me One More Time",0
2799,"SOZBDWA12A6D4F7777",22455,"Personal Business (Explicit)","AREB22L1187B9A4BCE",,"",,"Bad Azz",0.0,237.7922,5,0.228,120.716,3,1.0,"When You See Me",0
2800,"SOEGCMJ12A58A7B0E6",730040,"ANANÉSWORLD","ARIYFYD1187FB3F0E5",,"",,"Anané",0.0,409.70404,11,0.96,125.016,4,0.266,"Plastic People (Original Mix)",0
2801,"SOFMTWO12AB0183C58",536637,"If Yu Luv Luv Show Ya Luv","AREKZKE11F50C4A7D8",44.7272,"Wisconsin",-90.10126,"Rocker-T",0.0,321.30567,1,0.02,149.939,4,0.114,"One Million Matches",0
2802,"SORBDNB12AAF3B1B4E",323348,"Still Making History","ARW2DG51187B9A170F",44.81187,"Belgrade Yugoslavia",20.46414,"Ana Popovic",0.0,322.66404,7,0.399,156.948,3,1.0,"U Complete Me (Blues Version - Bonus Track)",2007
2803,"SOLJVRY12AB018B60C",673251,"Maxi danses 59 titres","AR107SB1187B9A79F9",,"Bézu comme Superdupont ne connait qu&#039;un pays : la France !",,"Bézu",0.0,214.04689,6,0.038,126.482,4,0.01,"Viens boire un petit coup à la maison",0
2804,"SOIAJRZ12A8C136212",292859,"Garage Classics Volume II Summer Edition","ARQKXX41187FB4EB0E",,"",,"Baby D",0.0,231.18322,7,0.426,90.038,3,1.0,"Let Me Be Your Fantasy",0
2805,"SOTKPYP12A8AE46BBE",137257,"Teta","ARQDYV0119B866800F",,"",,"Gertrudis",0.0,215.562,5,0.567,111.953,4,1.0,"La Nit De Reis",2003
2806,"SOWVIKJ12A8C13CE3C",212957,"It's On The House","ARMT23H1187B995083",29.42449,"SAN ANTONIO Texas",-98.49462,"Emilio",0.0,164.57098,7,0.66,145.343,4,0.178,"Stuck On Your Love",0
2807,"SOJAXBV12AB018263D",457741,"A Million Words A Million Dollars","ARHUEFT1187B989694",,"",,"Lunasicc",0.0,304.37832,1,0.525,105.207,5,1.0,"Cheddar Chasin'",0
2808,"SOQDEXL12A6D4F7004",20903,"What The Game's Been Missing!","ARZXTEY1187B9997A7",,"New York NY [Harlem]",,"Juelz Santana / Bezel",0.0,254.51057,10,0.347,104.99,3,0.792,"Violence",2005
2809,"SOOVGLE12AB0189FE6",729249,"Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings","ARIFOQ6119B866970E",,"",,"The Fontane Sisters",0.0,127.68608,6,0.386,85.261,4,0.763,"Seventeen (Digitally Remastered)",0
2810,"SOTQWRG12AB0188A9E",667653,"Tip Toe Throught The Tulips","ARPBNLO1187FB3D52F",40.71455,"New York NY",-74.00712,"Tiny Tim",0.0,126.69342,2,0.527,117.236,3,0.573,"Baby Face",0
2811,"SOFYIZF12A81C1FF4E",130922,"The Cure - Greatest Hits (Deluxe Sound & Vision) PAL","ARWA6NT1187FB3F15C",51.11655,"Crawley England",-0.18703,"The Cure",0.0,250.85342,2,0.215,135.038,4,0.048,"Cut Here",2001
2812,"SOWZBDU12A8AE48A29",184947,"I Nuovi Angeli Cantaitalia","AR1XVTM1187B996D57",44.11559,"Oregon",-120.51484,"I Nuovi Angeli",0.0,231.07873,4,0.771,85.375,4,0.352,"Carovana",0
2813,"SORBLTE12A8AE47D0F",553563,"Live 98 En Passant","AR7GOK91187FB455F5",48.85692,"Paris France",2.34121,"Jean-Jacques Goldman",0.0,236.09424,9,0.568,119.035,4,0.655,"La Vie Par Procuration",1985
2814,"SOMARVB12A6D4FAE82",227650,"Rise","AR1DGSO1187FB59B15",,"",,"Eddie Turner",0.0,254.9024,0,0.671,93.99,4,0.499,"Secret",2005
2815,"SOHDWYM12A8151AF55",129766,"Scott Joplin Piano Rags","AR76YOD1187FB46B24",40.71455,"New York NY",-74.00712,"Joshua Rifkin",0.0,282.09587,10,0.765,128.251,1,0.0,"Fig Leaf Rag  (LP Version)",1994
2816,"SOTZSWX12A8C13BF03",164547,"Art Blakey's Jazz Messengers_ Lausanne 1960 Part 2 / Swiss Radio Days_ Jazz Series Vol.6","AREEUJE1241B9C773F",,"",,"Art Blakey's Jazz Messengers",0.0,670.04036,2,0.426,144.737,4,0.278,"A Night in Tunisia",0
2817,"SOYETRS12AB018A8F2",797645,"Beautiful","ARCCK7B1187B994F9D",,"",,"Paul Glazby",0.0,541.51791,9,0.072,149.864,4,0.059,"Beautiful",2001
2818,"SOVAPNH12A8AE46E05",234939,"Righteous Rock: Classic Christian Hair Bands","ARCCRTI11F4C845308",,"",,"White Heart",0.0,222.06649,7,0.165,99.374,4,0.214,"Nothing But The Best",0
2819,"SOHKJEN12A81C23935",232781,"Barbara Lusch","ARLMRES11F4C83E1E1",44.11559,"Oregon",-120.51484,"Barbara Lusch",0.0,214.30812,9,0.798,171.463,4,0.815,"Come On-a My House",0
2820,"SOQDFVR12A8C13A3EF",297093,"Gone Again","ARXPDRB1187B9AD0B1",41.88415,"Chicago IL",-87.63241,"Patti Smith",0.0,293.53751,2,0.157,146.454,3,0.96,"Wing",1996
2821,"SOQQHZK12A8C144617",476351,"Remember When - The very Best of Saga","AR4W2E01187FB416AC",43.64856,"Toronto Ontario Canada",-79.38533,"Saga",0.0,294.73914,1,0.538,101.303,4,1.0,"Believe",0
2822,"SOXGTSO12A6D4F8FC4",265858,"30 Del Recuerdo","AR8EDG51187FB41A08",,"",,"Gary Hobbs",0.0,228.49261,9,0.565,104.12,3,0.68,"Soñando En Ti",0
2823,"SOSFOAG12AB018C8A0",716926,"Martini Breaks","ARUBDNK11F50C4F28B",,"",,"Vrse Murphy",0.0,240.5873,11,0.013,97.015,4,1.0,"Cremona (Instrumental)",0
2824,"SOWFICG12AB0181787",539324,"Lafayette Marquis_ The","AR8LD3R1187FB4D08F",30.9742,"Louisiana",-91.52382,"C.C. Adcock",0.0,168.33261,7,0.002,116.009,4,0.586,"Loaded Gun",2004
2825,"SOGPDBF12A6D4F7FAB",45795,"Plays John Mayall (Live At Klooks Kleek)","ARJ9DSA1187B990E00",,"",,"John Mayall & The Bluesbreakers",0.0,142.15791,4,1.0,133.072,1,0.0,"Blues City Shake Down",2010
2826,"SOAIJKC12A8C131D6F",282456,"Hot Stuff: The Greatest Hits","ARBFDJW1187B9AD27A",30.2676,"Austin TX",-97.74298,"The Fabulous Thunderbirds",0.0,229.8771,10,0.17,125.676,1,0.013,"Why Get Up",1986
2827,"SOWMJNZ12AB017E8CD",500861,"Novedades","ARO0R521187B98A2D1",,"",,"2 Minutos",0.0,179.09506,7,0.384,105.498,4,0.542,"Vos No Confiaste",1994
2828,"SOBGPTR12A6BD548CD",72154,"Your Love Broke Through","ARHTRR71187B98F305",,"",,"Michelle Tumes",0.0,203.78077,11,0.794,88.023,4,0.0,"There Is A Redeemer (Your Love Broke Through Album Version)",0
2829,"SOJQLZR12AB018909F",661435,"Doin' My Thing","ARNNM56119B86686EA",,"",,"Luke Bryan",0.0,192.44363,7,0.577,147.904,4,0.374,"What Country Is",2009
2830,"SOYJFCZ12A8C137848",262341,"Whip Me Volume 1","ARTPGR61187B98B0F6",,"",,"Thriller U",0.0,226.32444,7,0.925,89.675,4,0.548,"Memories",0
2831,"SONBHYT12AC468A58B",732290,"Meraviglioso","ARNBV1X1187B996249",,"",,"Alex",0.0,298.52689,2,0.333,98.974,4,0.382,"Cumpagno 'e cella",0
2832,"SOEFBNV12A8C13DF70",305233,"Canta A Mexico","ARW1DRV1187FB40261",,"",,"Rocio Jurado",0.0,245.68118,3,0.725,168.268,3,1.0,"Paloma Negra",0
2833,"SOGJJMI12A8C133442",87526,"Lennie Tristano Quintet - Live In Toronto 1952","AR77B521187FB4CC70",37.16793,"US",-95.84502,"Lennie Tristano",0.0,557.68771,7,0.238,89.868,4,0.257,"317 East 32nd",0
2834,"SOUPBKQ12AC4689EB8",792923,"Punk of Anagram","AR050VJ1187B9B13A7",,"",,"Dead Kennedys",0.0,184.94649,2,0.378,108.977,1,0.025,"Kill the Poor",1980
2835,"SOKLUBB12AB0182FDA",815189,"Mr. Wizard","AR7TTS41187B9B42D3",34.36401,"Oxford MS",-89.51877,"R.L. Burnside",0.0,257.35791,11,0.0,95.56,4,0.0,"Over The Hill",1997
2836,"SONCEJF12AB018581C",807759,"Lullaby Versions of Bob Marley","ARDXGVT124207832C0",,"",,"Twinkle Twinkle Little Rock Star",0.0,235.38893,11,0.0,85.508,3,1.0,"Jamming",0
2837,"SOQFNLE12A6701F952",10630,"Bright Like Neon Love","ARWD3OC1187FB3A666",,"Melbourne Australia",,"Cut Copy",0.0,312.08444,11,0.541,119.562,4,0.316,"Future",2004
2838,"SOVWTMN12A6D4F8ACF",20683,"Church League Softball Fistfight","ARDNS031187B9924F0",32.67828,"Georgia",-83.22295,"Tim Wilson",0.0,164.96281,7,0.666,137.828,4,0.571,"Naked Enough",0
2839,"SOVKFKF12A8C14348A",667269,"Carnal Repercussions","AR2O84Q1187FB5BF74",,"",,"Salt The Wound",0.0,96.65261,11,0.055,120.502,3,1.0,"The Beginning",2008
2840,"SOEQXWO12AB017D68B",129857,"The Squid And The Whale","ARLZLMN1187B9AD1CB",42.31256,"Boston MA",-71.08868,"The Cars",0.0,234.50077,6,0.406,111.319,1,0.985,"Drive",1984
2841,"SOWDZZQ12A670215BD",7133,"The Best Of Both Worlds","ARNLO5S1187B9B80CC",,"Pasadena CA",,"Van Halen",0.0,248.18893,9,0.373,117.954,4,0.0,"Can't Stop Lovin' You (Remastered Album Version)",0
2842,"SOCICGI12AB018AB36",799238,"The Grind Date","AR1Q25M1187B9B0D73",40.67856,"Amityville NY",-73.41853,"De La Soul / MF Doom",0.0,185.23383,10,0.534,86.813,4,0.0,"Rock Co.Kane Flow",2004
2843,"SOXSNIW12AB018681A",679623,"Big Night Music","AR37ILI1187B98E27B",,"London England",,"Shriekback",0.0,297.92608,5,1.0,157.956,5,0.767,"Running On The Rocks",1986
2844,"SOFDNHE12AB0181EF1",335936,"Shattered Dreams and Bourgeois Schemes","AR7V3VQ1187B9A08AA",30.2676,"Austin Texas",-97.74298,"At All Cost",0.0,220.47302,1,0.045,135.914,4,0.258,"These Nest Five Years",0
2845,"SOQEDJS12A8C132F42",247408,"God Gets The Glory","ARIKE5O1187B997E73",,"",,"Mississippi Mass Choir",0.0,185.20771,10,0.273,115.906,4,1.0,"It Came To Pass (Part II)",0
2846,"SOTLRMZ12A58A7DED5",65479,"RA","ARHBWOZ1187FB3FD53",,"ITALY",,"Utopia",0.0,208.14322,0,0.111,98.528,4,0.35,"Magic Dragon Theatre",0
2847,"SOKZFPW12A67FFB3C6",70128,"The Ruby Suns","AR6Z6BW1187B9ACD69",,"",,"The Ruby Suns",0.0,70.89587,0,0.272,42.525,4,0.0,"Function Of The Sun",2005
2848,"SOQHAQM12A58A7A25B",338275,"I Want Your Soul For Christmas","AR2OPWW1187B9A5057",,"Seattle WA",,"Schoolyard Heroes",0.0,277.96853,2,0.742,131.83,4,0.0,"I Want Your Soul For Christmas",0
2849,"SOVQSBI12AB017F0E5",531454,"Up Front","ARH4N0N1187FB3E1F1",,"",,"Malkit Singh",0.0,256.57424,0,0.397,161.543,4,0.009,"Nach Ke VEkha Bhabhiyie",0
2850,"SOQHYAX12CF530D50C",685053,"Christmasville","ARNLE621187B98ECB5",41.26069,"Omaha NE",-95.93995,"Mannheim Steamroller",0.0,149.89016,7,0.639,154.695,4,0.297,"(Everybody's Waiting For) The Man With the Bag",2008
2851,"SOCVOFW12A6D227200",135400,"Dane Cook's Tourgasm Soundtrack","ARDF8K01187FB37200",,"Sydney Australia",,"Wolfmother",0.0,260.91057,2,0.582,141.769,4,0.023,"Dimension",2004
2852,"SOIAZPH12A8C135BA6",93215,"Anybody Home?","AR15YLD1187FB3D4DD",55.67631,"Copenhagen Denmark",12.56935,"John Tchicai",0.0,89.88689,4,0.278,149.005,1,0.0,"Faroe Cave Song",0
2853,"SOCOLNA12A8C131D81",282042,"The Art Of Rebellion","ARNDB1X1187B990AA0",34.05349,"Venice CA",-118.24532,"Suicidal Tendencies",0.0,269.81832,9,0.627,164.925,4,0.0,"It's Going Down",1992
2854,"SONBIEL12AB018234B",345919,"Two In One - That Latin Feeling/Tropical Sunrise","ARQQP3Z1187FB5707B",53.55334,"Hamburg Germany",9.99245,"Bert Kaempfert",0.0,154.06975,0,0.431,122.155,4,0.527,"Cha Cha Brasilia",0
2855,"SOBADNN12AAF3B1F5D",322080,"Melancholie²","AR9DO2O1187FB53637",50.97768,"Germany (Erfurt Thuringia)",11.02307,"ColdWorld",0.0,344.68526,2,0.525,134.832,4,0.471,"Schmerzensschreie",2008
2856,"SOSBLBE12AC3DFB104",776175,"Well Done Europe","AROJAG11187B9B71A3",51.50632,"London",-0.12714,"The Chap",0.0,213.89016,7,0.744,120.188,4,0.02,"Gimme Legs",2010
2857,"SOKASNE12A6D4F850B",25815,"Mississippi-The Album","AREMPZY1187B9B8FF3",,"Jackson MS",,"David Banner",0.0,183.90159,6,0.611,99.487,5,1.0,"Bush",2003
2858,"SOHOOXT12A67ADA073",41745,"Pieces Of The People We Love","AR3Q48J1187FB55278",,"",,"The Rapture",0.0,277.02812,1,0.517,119.813,4,1.0,"The Devil",2006
2859,"SOHRHJZ12A8C13A6DC",209378,"The Other Boleyn Girl","AR6L0X71187FB49709",,"",,"Paul Cantelon",0.0,210.54649,4,0.626,41.133,1,0.0,"Mary In Labor",2008
2860,"SOLEETR12AB018A09C",675524,"The Saga","ARZAHDN1187B9B4BED",,"Tennessee",,"Ice",0.0,421.61587,4,0.85,93.937,4,0.886,"Shining",0
2861,"SOMRDBW12A6D4F9F07",54401,"Alchemy","ARN4MQP1187FB40F7D",,"",,"Richard Lloyd",0.0,172.77342,9,0.863,159.081,4,0.0,"Number Nine (LP Version)",1979
2862,"SOJSXXC12A8AE47C35",278874,"The Very Best Of","AR7G5I41187FB4CE6C",,"London England",,"Adam Ant",0.0,203.91138,9,0.642,183.907,4,0.611,"Friend Or Foe",1982
2863,"SOWSLLQ12A8C13B3A6",301421,"Songs From 'By The Light Of The Silvery Moon' and Other Selections","ARH5AAF1187B991D23",,"",,"June Hutton",0.0,138.34404,11,0.101,88.95,7,1.0,"For The First Time",0
2864,"SOJOBVT12A6701E062",2346,"The Best Of Rainbow","ARZTSYB1187FB54987",,"",,"Rainbow",0.0,299.57179,0,0.788,155.999,4,0.168,"Can't Happen Here",1981
2865,"SOQTYFH12A6D4F932E",24889,"La","AR0WM6W1187FB46730",,"",,"Marc Et Claude",0.0,361.01179,6,0.006,136.964,4,0.015,"La (Moonman's Flashover Mix Edit)",0
2866,"SOQXZYK12AB018668A",467076,"Leroy Hutson Selected Hits Vol. 2","ARVML4B1187FB52324",40.73197,"Newark NJ",-74.17418,"Leroy Hutson",0.0,170.50077,5,0.346,192.66,1,0.0,"Love The Feeling - Original",0
2867,"SOLVEAC12AAF3B2DC2",383776,"The Modern Legacy","ARR7YYN1187FB5C015",30.6554,"Rockdale TX",-97.00189,"Pee Wee Crayton",0.0,164.57098,0,0.615,97.487,4,0.971,"Pee Wee's Boogie",0
2868,"SOYYBVG12AB018B563",520471,"Voices of Eden","ARDL03L1187B997FBE",,"",,"Fläskkvartetten / Thåström",0.0,185.80853,5,0.508,130.255,4,0.85,"t.k.k.",0
2869,"SOSEPUJ12A8AE44C5F",135559,"4 Rosas Y Que Dios Reparta Suerte","ARQGNEN1187FB4494C",,"",,"Gabinete Caligari",0.0,183.87546,4,0.393,74.884,1,0.0,"Caray!",0
